Year,BuildingType,Target,BuildingTypeShorthand,Unit,ConstructionMethod
2026,Healthcare - Acute Trust,291.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2027,Healthcare - Acute Trust,289.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2028,Healthcare - Acute Trust,287.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2029,Healthcare - Acute Trust,284.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2030,Healthcare - Acute Trust,282.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2031,Healthcare - Acute Trust,280.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2032,Healthcare - Acute Trust,277.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2033,Healthcare - Acute Trust,275.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2034,Healthcare - Acute Trust,273.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2035,Healthcare - Acute Trust,270.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2036,Healthcare - Acute Trust,268.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2037,Healthcare - Acute Trust,266.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2038,Healthcare - Acute Trust,263.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2039,Healthcare - Acute Trust,261.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2040,Healthcare - Acute Trust,258.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2050,Healthcare - Acute Trust,258.0,Health. Acute,kWh/m²GIA/yr,retrofit-stepped
2025,Healthcare - Care Trust,159.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2026,Healthcare - Care Trust,158.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2027,Healthcare - Care Trust,157.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2028,Healthcare - Care Trust,156.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2029,Healthcare - Care Trust,154.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2030,Healthcare - Care Trust,153.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2031,Healthcare - Care Trust,152.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2032,Healthcare - Care Trust,151.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2033,Healthcare - Care Trust,149.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2034,Healthcare - Care Trust,148.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2035,Healthcare - Care Trust,147.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2036,Healthcare - Care Trust,146.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2037,Healthcare - Care Trust,144.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2038,Healthcare - Care Trust,143.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2039,Healthcare - Care Trust,142.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2040,Healthcare - Care Trust,140.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2050,Healthcare - Care Trust,140.0,Health. Care,kWh/m²GIA/yr,retrofit-stepped
2025,Healthcare - Community Trust,185.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2026,Healthcare - Community Trust,184.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2027,Healthcare - Community Trust,182.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2028,Healthcare - Community Trust,181.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2029,Healthcare - Community Trust,179.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2030,Healthcare - Community Trust,178.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2031,Healthcare - Community Trust,176.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2032,Healthcare - Community Trust,175.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2033,Healthcare - Community Trust,173.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2034,Healthcare - Community Trust,172.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2035,Healthcare - Community Trust,170.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2036,Healthcare - Community Trust,169.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2037,Healthcare - Community Trust,167.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2038,Healthcare - Community Trust,166.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2039,Healthcare - Community Trust,164.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2040,Healthcare - Community Trust,162.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2050,Healthcare - Community Trust,162.0,Health. Comm.,kWh/m²GIA/yr,retrofit-stepped
2025,Healthcare - Mental Health & Learning Trust,189.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2026,Healthcare - Mental Health & Learning Trust,188.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2027,Healthcare - Mental Health & Learning Trust,186.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2028,Healthcare - Mental Health & Learning Trust,185.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2029,Healthcare - Mental Health & Learning Trust,183.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2030,Healthcare - Mental Health & Learning Trust,182.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2031,Healthcare - Mental Health & Learning Trust,180.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2032,Healthcare - Mental Health & Learning Trust,179.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2033,Healthcare - Mental Health & Learning Trust,177.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2034,Healthcare - Mental Health & Learning Trust,176.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2035,Healthcare - Mental Health & Learning Trust,174.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2036,Healthcare - Mental Health & Learning Trust,173.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2037,Healthcare - Mental Health & Learning Trust,171.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2038,Healthcare - Mental Health & Learning Trust,170.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2039,Healthcare - Mental Health & Learning Trust,168.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2040,Healthcare - Mental Health & Learning Trust,166.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2050,Healthcare - Mental Health & Learning Trust,166.0,Health. MH & L. .,kWh/m²GIA/yr,retrofit-stepped
2025,Healthcare - Ambulance Trust,206.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2026,Healthcare - Ambulance Trust,205.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2027,Healthcare - Ambulance Trust,204.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2028,Healthcare - Ambulance Trust,202.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2029,Healthcare - Ambulance Trust,200.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2030,Healthcare - Ambulance Trust,199.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2031,Healthcare - Ambulance Trust,197.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2032,Healthcare - Ambulance Trust,195.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2033,Healthcare - Ambulance Trust,194.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2034,Healthcare - Ambulance Trust,192.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2035,Healthcare - Ambulance Trust,190.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2036,Healthcare - Ambulance Trust,189.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2037,Healthcare - Ambulance Trust,187.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2038,Healthcare - Ambulance Trust,185.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2039,Healthcare - Ambulance Trust,184.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2040,Healthcare - Ambulance Trust,182.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2050,Healthcare - Ambulance Trust,182.0,Health. Amb.,kWh/m²GIA/yr,retrofit-stepped
2025,Higher Education,160.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2026,Higher Education,155.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2027,Higher Education,149.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2028,Higher Education,143.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2029,Higher Education,138.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2030,Higher Education,132.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2031,Higher Education,126.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2032,Higher Education,121.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2033,Higher Education,115.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2034,Higher Education,109.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2035,Higher Education,104.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2036,Higher Education,98.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2037,Higher Education,92.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2038,Higher Education,87.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2039,Higher Education,81.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2040,Higher Education,75.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2050,Higher Education,75.0,High. Ed.,kWh/m²GIA/yr,retrofit-stepped
2025,Homes - Single family homes,95.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2026,Homes - Single family homes,93.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2027,Homes - Single family homes,91.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2028,Homes - Single family homes,88.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2029,Homes - Single family homes,86.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2030,Homes - Single family homes,83.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2031,Homes - Single family homes,81.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2032,Homes - Single family homes,78.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2033,Homes - Single family homes,76.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2034,Homes - Single family homes,73.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2035,Homes - Single family homes,71.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2036,Homes - Single family homes,68.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2037,Homes - Single family homes,66.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2038,Homes - Single family homes,63.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2039,Homes - Single family homes,61.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2040,Homes - Single family homes,58.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2050,Homes - Single family homes,58.0,Home S.F.,kWh/m²GIA/yr,retrofit-stepped
2025,Homes - Flats,85.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2026,Homes - Flats,84.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2027,Homes - Flats,82.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2028,Homes - Flats,80.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2029,Homes - Flats,78.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2030,Homes - Flats,76.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2031,Homes - Flats,74.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2032,Homes - Flats,72.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2033,Homes - Flats,71.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2034,Homes - Flats,69.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2035,Homes - Flats,67.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2036,Homes - Flats,65.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2037,Homes - Flats,63.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2038,Homes - Flats,61.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2039,Homes - Flats,59.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2040,Homes - Flats,57.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2050,Homes - Flats,57.0,Home Flat.,kWh/m²GIA/yr,retrofit-stepped
2025,Hotel,220.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2026,Hotel,214.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2027,Hotel,207.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2028,Hotel,200.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2029,Hotel,194.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2030,Hotel,187.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2031,Hotel,180.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2032,Hotel,174.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2033,Hotel,167.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2034,Hotel,160.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2035,Hotel,154.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2036,Hotel,147.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2037,Hotel,140.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2038,Hotel,134.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2039,Hotel,127.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2040,Hotel,120.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2050,Hotel,120.0,Hotel,kWh/m²GIA/yr,retrofit-stepped
2025,Office - General,120.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2026,Office - General,116.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2027,Office - General,112.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2028,Office - General,107.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2029,Office - General,103.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2030,Office - General,99.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2031,Office - General,94.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2032,Office - General,90.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2033,Office - General,86.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2034,Office - General,81.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2035,Office - General,77.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2036,Office - General,73.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2037,Office - General,68.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2038,Office - General,64.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2039,Office - General,60.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2040,Office - General,55.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2050,Office - General,55.0,Off. Gen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2025,Office - Call Centre,207.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2026,Office - Call Centre,202.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2027,Office - Call Centre,197.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2028,Office - Call Centre,191.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2029,Office - Call Centre,186.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2030,Office - Call Centre,181.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2031,Office - Call Centre,175.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2032,Office - Call Centre,170.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2033,Office - Call Centre,165.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2034,Office - Call Centre,159.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2035,Office - Call Centre,154.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2036,Office - Call Centre,149.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2037,Office - Call Centre,143.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2038,Office - Call Centre,138.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2039,Office - Call Centre,133.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2040,Office - Call Centre,127.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2050,Office - Call Centre,127.0,Off. Call Cen. (GIA),kWh/m²GIA/yr,retrofit-stepped
2025,Office - Trading Floors,238.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2026,Office - Trading Floors,233.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2027,Office - Trading Floors,227.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2028,Office - Trading Floors,220.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2029,Office - Trading Floors,214.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2030,Office - Trading Floors,208.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2031,Office - Trading Floors,202.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2032,Office - Trading Floors,196.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2033,Office - Trading Floors,190.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2034,Office - Trading Floors,184.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2035,Office - Trading Floors,178.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2036,Office - Trading Floors,172.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2037,Office - Trading Floors,166.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2038,Office - Trading Floors,160.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2039,Office - Trading Floors,154.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2040,Office - Trading Floors,147.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2050,Office - Trading Floors,147.0,Off. Tr. Fl. (GIA),kWh/m²GIA/yr,retrofit-stepped
2025,Retail - Supermarket,410.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2026,Retail - Supermarket,392.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2027,Retail - Supermarket,373.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2028,Retail - Supermarket,354.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2029,Retail - Supermarket,336.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2030,Retail - Supermarket,317.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2031,Retail - Supermarket,298.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2032,Retail - Supermarket,280.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2033,Retail - Supermarket,261.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2034,Retail - Supermarket,242.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2035,Retail - Supermarket,224.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2036,Retail - Supermarket,205.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2037,Retail - Supermarket,186.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2038,Retail - Supermarket,168.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2039,Retail - Supermarket,149.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2040,Retail - Supermarket,130.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2050,Retail - Supermarket,130.0,Retail Super M.,kWh/m²GIA/yr,retrofit-stepped
2025,Retail - High street retail e.g. dept. store,120.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2026,Retail - High street retail e.g. dept. store,115.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2027,Retail - High street retail e.g. dept. store,110.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2028,Retail - High street retail e.g. dept. store,105.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2029,Retail - High street retail e.g. dept. store,100.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2030,Retail - High street retail e.g. dept. store,95.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2031,Retail - High street retail e.g. dept. store,90.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2032,Retail - High street retail e.g. dept. store,85.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2033,Retail - High street retail e.g. dept. store,80.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2034,Retail - High street retail e.g. dept. store,75.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2035,Retail - High street retail e.g. dept. store,70.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2036,Retail - High street retail e.g. dept. store,65.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2037,Retail - High street retail e.g. dept. store,60.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2038,Retail - High street retail e.g. dept. store,55.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2039,Retail - High street retail e.g. dept. store,50.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2040,Retail - High street retail e.g. dept. store,45.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2050,Retail - High street retail e.g. dept. store,45.0,Retail Hi. St.,kWh/m²GIA/yr,retrofit-stepped
2025,Retail - F&B without catering (a),310.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2026,Retail - F&B without catering (a),299.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2027,Retail - F&B without catering (a),288.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2028,Retail - F&B without catering (a),276.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2029,Retail - F&B without catering (a),265.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2030,Retail - F&B without catering (a),254.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2031,Retail - F&B without catering (a),242.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2032,Retail - F&B without catering (a),231.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2033,Retail - F&B without catering (a),220.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2034,Retail - F&B without catering (a),208.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2035,Retail - F&B without catering (a),197.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2036,Retail - F&B without catering (a),186.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2037,Retail - F&B without catering (a),174.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2038,Retail - F&B without catering (a),163.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2039,Retail - F&B without catering (a),152.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2040,Retail - F&B without catering (a),140.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2050,Retail - F&B without catering (a),140.0,Retail FB w/o Cater.,kWh/m²GIA/yr,retrofit-stepped
2025,Retail - F&B with catering (b),510.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2026,Retail - F&B with catering (b),494.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2027,Retail - F&B with catering (b),477.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2028,Retail - F&B with catering (b),460.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2029,Retail - F&B with catering (b),444.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2030,Retail - F&B with catering (b),427.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2031,Retail - F&B with catering (b),410.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2032,Retail - F&B with catering (b),394.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2033,Retail - F&B with catering (b),377.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2034,Retail - F&B with catering (b),360.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2035,Retail - F&B with catering (b),344.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2036,Retail - F&B with catering (b),327.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2037,Retail - F&B with catering (b),310.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2038,Retail - F&B with catering (b),294.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2039,Retail - F&B with catering (b),277.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2040,Retail - F&B with catering (b),260.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2050,Retail - F&B with catering (b),260.0,Retail FB inc. Cater.,kWh/m²GIA/yr,retrofit-stepped
2025,Retail - Landlord areas (c),100.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2026,Retail - Landlord areas (c),97.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2027,Retail - Landlord areas (c),94.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2028,Retail - Landlord areas (c),91.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2029,Retail - Landlord areas (c),88.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2030,Retail - Landlord areas (c),85.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2031,Retail - Landlord areas (c),82.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2032,Retail - Landlord areas (c),79.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2033,Retail - Landlord areas (c),76.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2034,Retail - Landlord areas (c),73.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
2035,Retail - Landlord areas (c),70.0,Retail LL.,kWh/m²GIA/yr,retrofit-stepped
